,location,total_sqft,bath,price,bhk
7958,Yelahanka,1234.0,2.0,80.0,2
7961,Yelahanka,1267.0,3.0,78.0,2
7962,Yelahanka,1360.0,2.0,78.19,2
7964,Yelahanka New Town,650.0,1.0,33.0,1
7965,Yelahanka New Town,500.0,1.0,20.0,1
7966,Yelahanka New Town,440.0,1.0,16.5,1
7967,Yelahanka New Town,1610.0,3.0,92.0,3
7968,Yelahanka New Town,1700.0,3.0,90.0,3
7969,Yelahanka New Town,650.0,1.0,20.0,1
7970,Yelahanka New Town,350.0,1.0,13.5,1
7972,Yelahanka New Town,1385.0,2.0,65.0,2
7973,Yelahanka New Town,500.0,2.0,24.0,1
7974,Yelahanka New Town,650.0,1.0,17.0,1
7975,Yelahanka New Town,450.0,1.0,16.0,1
7977,Yelahanka New Town,960.0,2.0,50.0,2
7979,Yelahanka New Town,1209.0,2.0,65.0,3
7980,Yelahanka New Town,1400.0,2.0,80.0,3
7981,Yelahanka New Town,450.0,1.0,15.0,1
7982,Yelahanka New Town,500.0,1.0,18.0,1
7983,Yelahanka New Town,1420.0,2.0,75.0,3
7985,Yelahanka New Town,2200.0,2.0,180.0,2
7986,Yelahanka New Town,488.0,1.0,20.0,1
7987,Yelahanka New Town,1100.0,2.0,58.0,2
7990,Yelahanka New Town,1000.0,2.0,44.0,2
7991,Yelahanka New Town,650.0,1.0,18.0,1
7993,Yelahanka New Town,1740.0,3.0,150.0,3
7994,Yelahanka New Town,1290.0,2.0,70.0,2
7996,Yelenahalli,1240.0,2.0,47.12,2
7997,Yelenahalli,1200.0,2.0,46.17,2
7999,Yelenahalli,1260.0,2.0,47.88,2
8001,Yelenahalli,1175.0,2.0,50.0,2
8002,Yelenahalli,1650.0,3.0,68.0,3
8003,Yelenahalli,1200.0,2.0,45.6,2
8004,Yelenahalli,1200.0,2.0,46.17,2
8005,Yelenahalli,1160.0,2.0,44.08,2
8007,Yeshwanthpur,1693.0,3.0,108.0,3
8008,Yeshwanthpur,667.0,1.0,36.85,1
8009,Yeshwanthpur,1950.0,4.0,130.0,4
8011,Yeshwanthpur,665.0,1.0,36.85,1
8015,Yeshwanthpur,671.0,1.0,36.85,1
8016,Yeshwanthpur,1277.5,2.0,95.815,2
8017,Yeshwanthpur,668.0,1.0,36.85,1
8018,Yeshwanthpur,1185.0,2.0,75.84,2
8019,Yeshwanthpur,1195.0,2.0,100.0,2
8020,Yeshwanthpur,1313.0,3.0,96.0,3
8021,Yeshwanthpur,1400.0,2.0,100.0,2
8024,Yeshwanthpur,673.0,1.0,36.85,1
8025,Yeshwanthpur,717.0,2.0,49.475,2
8028,Yeshwanthpur,605.0,1.0,41.745,1
8030,Yeshwanthpur,669.0,1.0,36.85,1
8032,Yeshwanthpur,3027.0,4.0,260.0,3
8035,Yeshwanthpur,670.0,1.0,36.85,1
8038,Yeshwanthpur,1240.0,2.0,80.0,2
8039,Yeshwanthpur,1713.0,3.0,110.0,3
8040,Yeshwanthpur,1144.0,2.0,67.0,2
8041,Yeshwanthpur,1541.0,2.0,130.0,2
8043,Yeshwanthpur,1362.0,2.0,100.0,2
8044,Yeshwanthpur,666.0,1.0,36.8,1
8045,Yeshwanthpur,1855.0,3.0,140.0,3
8047,Yeshwanthpur,1165.0,2.0,85.0,2
8050,Yeshwanthpur,1825.0,3.0,145.0,3
8052,Yeshwanthpur,994.0,2.0,54.67,1
8053,Yeshwanthpur,650.0,1.0,40.0,1
8054,Yeshwanthpur,1855.0,3.0,140.0,3
8055,Yeshwanthpur,1500.0,3.0,100.0,3
8060,Yeshwanthpur,674.0,1.0,36.85,1
8062,Yeshwanthpur,672.0,1.0,36.85,1
8065,Yeshwanthpur,1195.0,2.0,100.0,2
8066,Yeshwanthpur,1692.0,3.0,108.0,3
8068,Yeshwanthpur,2500.0,5.0,185.0,6
8073,Yeshwanthpur,1855.0,3.0,135.0,3
8074,Yeshwanthpur,1876.0,3.0,160.0,3
8076,other,2770.0,4.0,290.0,3
8081,other,1500.0,2.0,185.0,2
8082,other,840.0,2.0,45.0,2
8083,other,4395.0,3.0,240.0,3
8084,other,2511.0,3.0,205.0,3
8085,other,1660.0,2.0,105.0,3
8087,other,1200.0,2.0,65.0,2
8088,other,1200.0,3.0,90.0,3
8092,other,782.0,2.0,55.68,2
8093,other,1800.0,3.0,120.0,3
8094,other,1413.0,2.0,75.0,3
8095,other,945.0,2.0,54.0,2
8096,other,1870.0,3.0,110.0,3
8097,other,1260.0,2.0,85.05,3
8099,other,2795.0,4.0,235.0,3
8101,other,1904.0,3.0,150.0,3
8102,other,2000.0,3.0,175.0,3
8105,other,1500.0,3.0,100.0,3
8107,other,1783.0,3.0,115.0,3
8108,other,912.0,2.0,70.0,3
8111,other,1580.0,3.0,100.0,3
8112,other,1415.0,3.0,78.0,3
8114,other,2405.0,4.0,260.0,3
8115,other,1500.0,2.0,115.0,2
8120,other,1060.0,2.0,60.0,2
8121,other,2600.0,8.0,180.0,8
8123,other,1285.0,2.0,72.5,2
8124,other,4050.0,3.0,280.0,3
8127,other,1280.0,2.0,69.0,2
8128,other,3045.0,3.0,170.0,3
8131,other,900.0,2.0,110.0,2
8136,other,1560.0,3.0,115.0,3
8139,other,1200.0,4.0,165.0,4
8141,other,1645.0,3.0,95.0,3
8142,other,1200.0,2.0,79.0,2
8144,other,1350.0,2.0,140.0,3
8145,other,1800.0,3.0,150.0,3
8147,other,1762.0,3.0,125.0,3
8148,other,950.0,2.0,50.0,2
8149,other,1200.0,3.0,90.0,3
8150,other,2023.71,3.0,275.0,3
8156,other,2150.0,4.0,240.0,3
8159,other,3309.0,4.0,325.0,4
8160,other,5000.0,9.0,360.0,11
8162,other,1150.0,2.0,126.0,2
8165,other,1200.0,2.0,74.0,2
8168,other,1753.0,3.0,120.0,3
8169,other,1000.0,2.0,53.0,2
8170,other,720.0,2.0,45.0,2
8173,other,1200.0,3.0,165.0,4
8174,other,700.0,1.0,41.0,1
8176,other,1595.0,3.0,115.0,3
8177,other,1353.0,2.0,110.0,2
8178,other,1200.0,2.0,85.0,1
8181,other,1325.0,2.0,90.0,3
8184,other,1056.0,2.0,80.0,2
8186,other,1600.0,3.0,86.0,3
8188,other,1544.0,3.0,120.0,3
8189,other,1200.0,2.0,65.0,2
8190,other,540.0,1.0,36.0,1
8191,other,1578.0,3.0,180.0,3
8193,other,1600.0,2.0,115.0,2
8194,other,416.0,1.0,18.5,1
8197,other,834.0,1.0,60.0,1
8198,other,1125.0,4.0,70.0,3
8199,other,3000.0,5.0,260.0,4
8200,other,2160.0,5.0,250.0,6
8202,other,469.0,1.0,25.0,1
8207,other,1630.0,2.0,200.0,2
8209,other,1200.0,2.0,70.0,3
8210,other,1350.0,3.0,77.0,3
8211,other,4046.0,4.0,445.0,4
8212,other,1180.0,2.0,78.34,3
8213,other,1355.0,2.0,115.0,2
8214,other,600.0,1.0,50.0,1
8215,other,1875.0,3.0,165.0,3
8216,other,600.0,2.0,55.0,2
8219,other,1750.0,3.0,120.0,3
8222,other,1092.0,2.0,98.5,3
8228,other,425.0,1.0,20.03,1
8230,other,600.0,1.0,60.0,1
8231,other,1468.0,2.0,140.0,2
8232,other,4300.0,5.0,550.0,4
8234,other,775.0,2.0,55.0,2
8237,other,1352.0,3.0,135.0,3
8239,other,1200.0,3.0,95.0,4
8240,other,1976.0,3.0,184.0,3
8241,other,5500.0,4.0,600.0,4
8242,other,1200.0,3.0,95.0,3
8245,other,1180.0,2.0,69.0,2
8246,other,686.0,1.0,17.0,1
8247,other,1500.0,4.0,180.0,4
8249,other,1282.0,2.0,87.0,2
8251,other,1500.0,2.0,95.0,3
8252,other,1300.0,1.0,115.0,2
8253,other,530.0,1.0,20.0,1
8254,other,1350.0,2.0,80.0,2
8256,other,2400.0,6.0,125.0,8
8258,other,1141.0,2.0,62.0,2
8261,other,950.0,1.0,40.0,1
8267,other,1480.0,3.0,90.0,3
8268,other,1600.0,3.0,90.0,3
8269,other,1200.0,4.0,135.0,4
8270,other,1500.0,3.0,115.0,3
8271,other,1824.0,3.0,125.0,3
8272,other,750.0,1.0,56.25,1
8279,other,6000.0,5.0,400.0,4
8280,other,2400.0,3.0,170.0,3
8282,other,1500.0,2.0,98.0,3
8283,other,3095.0,3.0,350.0,3
8285,other,1200.0,1.0,28.0,1
8286,other,1500.0,3.0,100.0,3
8288,other,1560.0,5.0,145.0,5
8290,other,1560.0,3.0,188.0,3
8292,other,485.0,1.0,15.0,1
8298,other,1200.0,3.0,130.0,3
8299,other,1050.0,2.0,67.0,2
8300,other,1596.0,3.0,105.0,3
8303,other,1200.0,3.0,85.0,3
8304,other,1132.0,2.0,67.0,2
8306,other,1515.0,3.0,88.0,3
8309,other,1380.0,2.0,80.0,2
8312,other,4346.0,5.0,500.0,4
8314,other,2200.0,3.0,187.0,3
8315,other,3329.0,3.0,330.0,3
8316,other,3600.0,4.0,300.0,4
8317,other,3500.0,3.0,450.0,4
8319,other,1093.0,2.0,65.0,2
8321,other,1535.0,3.0,95.0,3
8323,other,1100.0,2.0,62.7,2
8326,other,2197.0,4.0,280.0,3
8328,other,1600.0,3.0,172.0,4
8329,other,1450.0,2.0,85.0,3
8330,other,2000.0,3.0,166.0,4
8334,other,1756.0,3.0,100.0,3
8335,other,1532.0,3.0,92.0,3
8336,other,1650.0,3.0,110.0,3
8337,other,1200.0,2.0,66.0,2
8339,other,1525.0,2.0,122.0,3
8343,other,2400.0,3.0,200.0,4
8344,other,1000.0,2.0,130.0,2
8346,other,3040.0,1.0,180.0,2
8348,other,1390.0,3.0,120.0,3
8350,other,1135.0,2.0,68.0,2
8351,other,900.0,2.0,55.0,2
8355,other,2500.0,3.0,250.0,3
8359,other,1269.72,2.0,68.0,2
8360,other,1168.0,3.0,70.0,3
8362,other,2100.0,4.0,155.0,4
8364,other,1515.0,3.0,93.93,3
8369,other,2700.0,4.0,214.0,6
8370,other,2000.0,3.0,210.0,3
8371,other,2400.0,4.0,300.0,5
8372,other,1760.0,3.0,176.0,3
8373,other,595.0,1.0,42.0,1
8378,other,1170.0,2.0,86.0,2
8379,other,2200.0,4.0,235.0,4
8387,other,1650.0,3.0,175.0,3
8389,other,1670.0,3.0,91.86,3
8393,other,1250.0,2.0,80.0,3
8394,other,1650.0,4.0,160.0,3
8395,other,800.0,2.0,50.0,2
8396,other,1225.0,2.0,150.0,2
8398,other,3675.0,4.0,367.0,4
8399,other,1200.0,2.0,150.0,2
8402,other,1350.0,2.0,80.0,2
8404,other,1614.0,3.0,110.0,3
8405,other,1188.0,2.0,73.0,2
8406,other,1480.0,3.0,90.0,3
8407,other,680.0,2.0,42.0,2
8409,other,955.0,2.0,53.55,2
8411,other,2479.13,3.0,215.0,3
8412,other,1100.0,2.0,106.0,2
8415,other,1925.0,3.0,120.0,3
8416,other,650.0,1.0,26.0,1
8418,other,2000.0,3.0,207.0,3
8419,other,1050.0,2.0,110.0,2
8426,other,1685.0,2.0,110.0,3
8428,other,1550.0,3.0,110.0,3
8429,other,500.0,1.0,20.0,1
8431,other,3155.0,4.0,370.0,3
8432,other,1765.0,3.0,105.0,3
8433,other,1265.0,2.0,70.0,2
8434,other,1012.0,2.0,59.0,2
8435,other,2045.0,4.0,154.0,3
8437,other,2400.0,4.0,280.0,6
8438,other,581.91,2.0,25.0,1
8439,other,1158.0,2.0,85.0,3
8442,other,4750.0,5.0,600.0,4
8443,other,1350.0,2.0,185.0,2
8444,other,824.0,2.0,60.0,2
8445,other,1340.0,2.0,100.0,3
8446,other,1620.0,2.0,110.0,3
8447,other,1533.0,3.0,115.0,3
8448,other,1560.0,3.0,85.0,3
8450,other,750.0,1.0,25.0,1
8451,other,1375.0,2.0,85.0,3
8458,other,1500.0,3.0,88.0,3
8460,other,1140.0,2.0,76.0,2
8461,other,1198.0,2.0,84.0,2
8462,other,4000.0,4.0,520.0,4
8464,other,1370.0,2.0,75.0,2
8467,other,1000.0,1.0,55.0,2
8468,other,1200.0,2.0,125.0,2
8472,other,1050.0,1.0,70.0,1
8473,other,1200.0,2.0,80.0,3
8481,other,400.0,1.0,14.0,1
8483,other,1575.0,4.0,150.0,5
8485,other,4800.0,5.0,629.0,4
8486,other,1200.0,2.0,70.0,2
8489,other,1300.0,2.0,79.0,2
8491,other,3500.0,4.0,350.0,4
8493,other,1000.0,2.0,110.0,3
8495,other,1000.0,2.0,53.0,2
8500,other,2400.0,3.0,260.0,3
8501,other,1533.0,3.0,85.0,3
8504,other,1452.55,2.0,110.0,2
8505,other,2357.0,3.0,151.0,3
8506,other,1170.0,2.0,105.0,2
8507,other,1411.0,3.0,91.72,3
8509,other,3095.0,3.0,375.0,3
8511,other,1100.0,3.0,78.0,3
8513,other,3600.0,4.0,365.0,4
8516,other,1945.0,3.0,120.0,3
8518,other,1650.0,3.0,165.0,3
8519,other,1550.0,2.0,150.0,3
8521,other,1150.0,2.0,75.0,3
8522,other,1200.0,3.0,74.0,3
8523,other,1229.0,3.0,86.03,3
8524,other,1030.0,2.0,61.0,2
8525,other,600.0,1.0,32.0,1
8526,other,1165.0,2.0,135.0,2
8529,other,3000.0,4.0,240.0,4
8531,other,1315.0,2.0,90.0,2
8532,other,1210.0,2.0,72.0,2
8533,other,11338.0,9.0,1000.0,6
8536,other,1170.0,2.0,68.0,2
8537,other,1600.0,2.0,110.0,2
8539,other,1370.0,2.0,75.0,3
8542,other,1700.0,3.0,97.0,3
8543,other,1900.0,3.0,160.0,3
8545,other,1100.0,2.0,75.0,2
8546,other,1929.0,3.0,115.0,3
8547,other,3161.0,4.0,214.0,4
8549,other,3515.0,3.0,420.0,3
8551,other,1100.0,2.0,70.0,2
8555,other,700.0,1.0,41.0,1
8560,other,3000.0,3.0,250.0,3
8561,other,1100.0,2.0,61.0,2
8562,other,1260.0,1.0,41.0,1
8563,other,1500.0,1.0,37.5,1
8564,other,600.0,1.0,17.0,1
8566,other,1165.0,2.0,75.0,2
8567,other,1272.0,4.0,75.0,3
8569,other,1600.0,5.0,140.0,5
8571,other,1000.0,2.0,65.0,3
8573,other,2400.0,4.0,325.0,3
8574,other,1463.0,1.0,142.0,2
8576,other,2401.0,3.0,185.0,3
8577,other,1875.0,2.0,235.0,3
8579,other,890.0,1.0,75.0,1
8582,other,2400.0,3.0,290.0,3
8584,other,1690.0,3.0,100.0,3
8587,other,1350.0,2.0,90.0,2
8588,other,1460.0,3.0,88.0,3
8589,other,1685.0,3.0,95.0,3
8590,other,800.0,1.0,52.0,1
8591,other,4000.0,5.0,280.0,4
8593,other,792.0,2.0,70.0,2
8595,other,2400.0,5.0,235.0,5
8598,other,461.82,1.0,31.7,1
8599,other,1500.0,2.0,85.0,3
8602,other,1260.0,2.0,75.0,2
8604,other,12000.0,12.0,525.0,10
8606,other,2820.0,3.0,285.0,3
8607,other,1950.0,3.0,130.0,3
8609,other,1350.0,2.0,140.0,3
8610,other,4051.0,4.0,345.0,4
8611,other,2100.0,3.0,170.0,3
8612,other,1991.0,3.0,160.0,3
8614,other,1200.0,3.0,66.0,3
8616,other,3000.0,4.0,342.0,4
8617,other,2400.0,6.0,245.0,6
8619,other,1375.0,2.0,105.0,2
8620,other,1693.0,3.0,108.0,3
8627,other,1150.0,2.0,77.5,3
8631,other,1058.0,2.0,60.0,2
8632,other,900.0,1.0,30.0,1
8633,other,1672.0,3.0,150.0,3
8636,other,1250.0,3.0,139.0,3
8637,other,1468.0,3.0,130.0,2
8641,other,1480.0,2.0,145.0,3
8644,other,2280.0,3.0,285.0,3
8645,other,2000.0,3.0,200.0,3
8647,other,1080.0,2.0,75.0,3
8648,other,2400.0,2.0,150.0,3
8650,other,1125.0,2.0,75.0,2
8651,other,1596.0,3.0,95.0,3
8652,other,1639.0,3.0,123.0,3
8654,other,1740.0,3.0,199.0,3
8655,other,1372.0,2.0,90.0,3
8657,other,6200.0,5.0,720.0,5
8660,other,925.0,2.0,63.0,2
8661,other,1200.0,3.0,95.0,4
8662,other,1200.0,2.0,79.0,2
8663,other,2500.0,3.0,270.0,3
8664,other,1584.0,3.0,145.0,4
8665,other,1570.0,3.0,115.0,3
8669,other,1750.0,3.0,180.0,3
8670,other,1500.0,1.0,160.0,2
8671,other,2100.0,6.0,275.0,6
8673,other,705.0,1.0,36.5,1
8674,other,1340.0,3.0,77.0,3
8677,other,1260.0,1.0,41.0,1
8678,other,1200.0,2.0,125.0,2
8679,other,1270.0,2.0,175.0,4
8680,other,1200.0,3.0,130.0,3
8681,other,3595.0,6.0,360.0,4
8683,other,3100.0,5.0,385.0,4
8685,other,1200.0,4.0,150.0,4
8686,other,3259.0,3.0,270.0,3
8689,other,596.0,1.0,42.0,1
8690,other,10000.0,16.0,550.0,16
8691,other,1200.0,4.0,110.0,4
8692,other,1910.0,3.0,190.0,3
8695,other,1750.0,3.0,149.0,3
8697,other,985.0,2.0,63.0,2
8698,other,1300.0,2.0,129.0,2
8699,other,1490.0,2.0,88.0,3
8702,other,650.0,1.0,30.0,1
8703,other,1500.0,2.0,89.99,3
8704,other,910.0,1.0,42.0,1
8707,other,532.0,1.0,22.49,1
8708,other,1060.0,3.0,62.0,3
8710,other,1550.0,2.0,160.0,2
8714,other,1000.0,2.0,80.0,2
8716,other,1500.0,2.0,97.0,3
8717,other,1865.0,4.0,140.0,3
8719,other,3500.0,4.0,245.0,4
8723,other,1320.0,2.0,73.0,3
8724,other,2150.0,6.0,205.0,6
8727,other,675.0,3.0,52.0,2
8728,other,1801.0,3.0,139.0,3
8730,other,2990.0,4.0,324.0,4
8731,other,2400.0,2.0,160.0,2
8733,other,1150.0,2.0,75.0,2
8734,other,1200.0,3.0,165.0,3
8741,other,1390.0,2.0,80.0,3
8742,other,1550.0,2.0,90.0,3
8744,other,1500.0,4.0,110.0,4
8746,other,1839.0,3.0,165.0,3
8748,other,900.0,2.0,70.0,2
8750,other,1500.0,3.0,149.0,3
8753,other,750.0,2.0,50.0,1
8754,other,600.0,3.0,75.0,2
8758,other,1500.0,1.0,19.5,1
8760,other,1200.0,2.0,70.0,2
8761,other,1200.0,2.0,160.0,2
8762,other,1904.0,3.0,155.0,3
8763,other,2770.0,4.0,315.0,3
8764,other,813.0,1.0,39.0,1
8767,other,1630.0,2.0,97.78,3
8768,other,2425.0,4.0,173.0,4
8772,other,1280.0,2.0,75.0,2
8773,other,735.0,1.0,75.0,1
8774,other,500.0,1.0,24.0,1
8776,other,1200.0,4.0,145.0,3
8777,other,1200.0,2.0,100.0,2
8778,other,1200.0,3.0,160.0,3
8779,other,1265.0,2.0,82.0,3
8783,other,2360.0,4.0,150.0,4
8784,other,1030.0,2.0,77.25,2
8786,other,2000.0,3.0,160.0,3
8787,other,1575.0,3.0,93.0,3
8788,other,1300.0,2.0,70.0,3
8790,other,1380.0,2.0,75.0,2
8795,other,3100.0,3.0,250.0,3
8796,other,1190.0,2.0,100.0,2
8797,other,1827.0,3.0,100.0,3
8798,other,1500.0,3.0,95.0,3
8799,other,1180.0,2.0,63.0,2
8804,other,1645.0,3.0,95.0,3
8805,other,1200.0,4.0,140.0,4
8808,other,1097.0,2.0,65.0,2
8809,other,1600.0,3.0,165.0,4
8811,other,900.0,2.0,110.0,2
8812,other,1200.0,2.0,125.0,2
8813,other,1355.0,2.0,75.0,2
8815,other,7500.0,4.0,900.0,4
8818,other,4104.0,4.0,360.0,4
8821,other,2080.0,2.0,150.0,2
8822,other,1505.0,2.0,90.0,2
8823,other,1200.0,3.0,95.75,3
8824,other,1810.0,4.0,148.0,3
8826,other,1530.0,2.0,97.0,3
8831,other,1500.0,2.0,130.0,3
8836,other,745.0,2.0,50.0,2
8838,other,1355.0,2.0,95.0,2
8839,other,833.0,1.0,49.0,1
8841,other,3000.0,5.0,270.0,4
8842,other,1220.0,2.0,68.0,2
8843,other,3811.0,3.0,475.0,4
8844,other,1545.0,3.0,85.0,3
8846,other,1350.0,2.0,110.0,2
8848,other,1200.0,2.0,68.0,3
8850,other,2000.0,4.0,180.0,5
8854,other,1280.0,4.0,115.0,4
8855,other,1200.0,3.0,85.0,3
8857,other,1655.0,3.0,155.0,3
8858,other,1150.0,2.0,74.0,2
8860,other,1200.0,2.0,108.0,3
8861,other,1200.0,2.0,75.0,2
8866,other,1500.0,2.0,203.0,2
8868,other,1350.0,4.0,85.0,4
8869,other,4500.0,9.0,500.0,9
8872,other,1550.0,3.0,160.0,3
8875,other,1758.0,3.0,95.0,3
8876,other,3179.0,5.0,351.0,4
8878,other,1200.0,3.0,85.0,2
8880,other,1800.0,3.0,140.0,3
8883,other,3900.0,4.0,333.0,4
8884,other,2400.0,4.0,200.0,3
8885,other,1645.0,3.0,87.5,3
8887,other,2600.0,3.0,140.0,3
8888,other,950.0,2.0,60.0,2
8894,other,1900.0,3.0,205.0,3
8896,other,1402.0,2.0,85.0,3
8898,other,2100.0,3.0,240.0,3
8902,other,1200.0,3.0,140.0,3
8903,other,814.0,2.0,55.0,2
8906,other,1590.0,3.0,120.0,3
8909,other,1450.0,2.0,89.6,3
8911,other,1340.0,2.0,77.0,2
8914,other,1665.0,3.0,105.0,3
8916,other,2300.0,4.0,200.0,4
8917,other,1210.0,2.0,76.0,2
8922,other,1065.0,2.0,58.0,2
8925,other,1636.0,3.0,97.0,3
8926,other,3600.0,4.0,450.0,4
8929,other,1200.0,3.0,72.0,3
8933,other,1000.0,1.0,75.0,2
8936,other,1170.0,2.0,86.0,2
8937,other,4830.0,5.0,390.0,4
8938,other,850.0,2.0,75.0,2
8941,other,2065.0,3.0,130.0,3
8942,other,1150.0,2.0,125.0,2
8945,other,2550.0,4.0,290.0,3
8946,other,3080.0,2.0,285.0,4
8948,other,3400.0,6.0,420.0,4
8949,other,450.0,1.0,25.0,1
8950,other,1100.0,2.0,85.0,2
8954,other,1036.0,2.0,110.0,2
8957,other,1376.0,4.0,156.0,4
8962,other,1080.0,2.0,62.0,2
8966,other,1475.0,2.0,200.0,3
8967,other,1200.0,3.0,96.25,3
8968,other,2631.0,3.0,200.0,4
8969,other,830.0,2.0,60.0,2
8970,other,1500.0,2.0,88.0,2
8972,other,856.0,2.0,48.0,2
8974,other,1117.0,2.0,110.0,2
8975,other,600.0,1.0,43.0,1
8979,other,1200.0,3.0,70.0,3
8980,other,2675.0,4.0,290.0,4
8984,other,1477.0,2.0,80.0,3
8985,other,3500.0,5.0,450.0,4
8986,other,1793.0,3.0,98.0,3
8990,other,1020.0,2.0,62.0,2
8991,other,3563.0,6.0,310.0,4
8993,other,3300.0,5.0,318.0,4
8994,other,1200.0,3.0,165.0,3
8998,other,1718.0,3.0,223.0,3
8999,other,1200.0,2.0,75.0,3
9000,other,985.0,2.0,55.0,2
9005,other,1030.0,2.0,80.0,2
9006,other,1150.0,2.0,69.0,2
9009,other,1500.0,2.0,90.0,3
9010,other,900.0,2.0,55.0,2
9015,other,1750.0,2.0,225.0,4
9017,other,1100.0,2.0,78.0,2
9018,other,1180.0,2.0,74.0,2
9020,other,1540.0,3.0,85.0,3
9022,other,1800.0,3.0,230.0,3
9024,other,2000.0,3.0,120.0,3
9025,other,2000.0,3.0,145.0,3
9026,other,500.0,1.0,15.0,1
9032,other,3160.0,4.0,206.0,4
9033,other,922.0,2.0,70.0,2
9034,other,850.0,2.0,72.0,2
9035,other,1200.0,1.0,65.0,2
9037,other,1233.0,2.0,100.0,2
9045,other,1936.0,3.0,110.0,3
9046,other,1652.5,3.0,90.0,3
9048,other,1500.0,3.0,138.0,3
9049,other,700.0,2.0,43.0,2
9050,other,1750.0,3.0,170.0,3
9051,other,1365.0,3.0,99.0,3
9054,other,708.0,1.0,55.0,2
9055,other,1680.0,3.0,135.0,3
9056,other,990.0,2.0,58.0,2
9057,other,1240.0,2.0,100.0,2
9058,other,1810.0,3.0,118.0,3
9059,other,2005.0,3.0,240.0,3
9062,other,1000.0,2.0,97.0,2
9065,other,1430.0,3.0,78.65,3
9067,other,1200.0,2.0,45.0,1
9072,other,840.0,1.0,75.0,1
9073,other,1760.0,2.0,116.0,3
9074,other,3317.5,5.0,268.5,4
9075,other,600.0,1.0,52.0,2
9076,other,1670.0,3.0,160.0,3
9077,other,1410.0,2.0,75.0,2
9079,other,1200.0,2.0,75.6,3
9080,other,2400.0,5.0,285.0,5
9081,other,2100.0,4.0,150.0,4
9085,other,1550.0,4.0,120.0,4
9086,other,905.0,2.0,50.0,2
9087,other,1495.0,3.0,200.0,3
9089,other,550.0,1.0,23.0,1
9092,other,1080.0,2.0,75.0,3
9094,other,1537.0,3.0,110.0,3
9095,other,1750.0,3.0,150.0,3
9096,other,2800.0,7.0,250.0,7
9098,other,1191.0,2.0,90.0,2
9101,other,2849.0,5.0,250.0,4
9105,other,827.0,2.0,45.0,2
9112,other,1205.0,2.0,70.0,2
9116,other,2200.0,4.0,160.0,3
9119,other,1900.0,3.0,155.0,3
9120,other,1200.0,1.0,95.0,2
9122,other,1100.0,2.0,61.0,2
9123,other,1100.0,2.0,110.0,2
9124,other,1942.0,3.0,155.0,3
9125,other,1200.0,4.0,80.0,3
9128,other,1515.0,3.0,90.0,3
9131,other,1200.0,4.0,95.0,4
9136,other,1200.0,1.0,69.0,1
9138,other,1200.0,1.0,48.0,1
9139,other,1430.0,2.0,78.65,3
9141,other,1190.0,2.0,70.0,2
9143,other,2690.0,4.0,185.0,4
9144,other,1250.0,2.0,68.0,2
9145,other,1290.0,1.0,77.5,2
9147,other,1464.0,2.0,145.0,2
9148,other,1200.0,2.0,75.0,2
9151,other,1485.0,2.0,156.0,3
9152,other,2070.0,3.0,135.0,3
9155,other,800.0,2.0,55.0,2
9158,other,1500.0,2.0,130.0,2
9159,other,2010.0,3.0,125.0,3
9160,other,1504.0,2.0,100.0,3
9162,other,1602.0,2.0,165.0,3
9163,other,1200.0,4.0,130.0,4
9164,other,1800.0,3.0,220.0,3
9170,other,1862.0,3.0,120.0,3
9171,other,2700.0,3.0,200.0,3
9172,other,1677.0,3.0,98.0,3
9174,other,1490.0,2.0,115.0,3
9176,other,1740.0,3.0,120.0,3
9177,other,1020.0,2.0,60.0,2
9178,other,550.0,1.0,16.0,1
9181,other,3664.0,3.0,325.0,3
9182,other,690.0,2.0,42.0,2
9183,other,1520.0,3.0,111.0,3
9185,other,1200.0,4.0,86.0,4
9186,other,1250.0,2.0,90.0,2
9187,other,1900.0,2.0,190.0,3
9190,other,1602.0,2.0,170.0,3
9191,other,1230.0,2.0,70.0,2
9192,other,1600.0,3.0,95.0,3
9193,other,450.0,1.0,60.0,1
9194,other,600.0,2.0,23.0,1
9195,other,3463.0,6.0,310.0,4
9196,other,1200.0,2.0,85.0,2
9199,other,2000.0,4.0,130.0,3
9200,other,1350.0,4.0,140.0,4
9203,other,1175.0,2.0,79.0,2
9207,other,1158.0,2.0,75.0,2
9210,other,1200.0,2.0,90.0,2
9211,other,1266.67,2.0,69.0,2
9213,other,2000.0,2.0,160.0,2
9216,other,2679.0,5.0,280.0,4
9217,other,1230.0,2.0,75.0,2
9219,other,3150.0,5.0,145.0,8
9220,other,880.0,2.0,48.0,2
9225,other,1022.0,2.0,57.0,2
9226,other,1200.0,2.0,76.0,2
9229,other,1605.0,3.0,100.0,3
9230,other,1542.0,3.0,98.0,3
9233,other,1333.0,2.0,77.27,2
9234,other,1100.0,3.0,110.0,3
9235,other,1050.0,2.0,70.0,2
9239,other,1200.0,4.0,165.0,4
9240,other,1100.0,2.0,145.0,3
9242,other,1200.0,3.0,99.0,3
9245,other,1000.0,2.0,60.0,2
9246,other,5720.0,3.0,350.0,3
9248,other,1012.0,2.0,59.0,2
9250,other,1200.0,4.0,140.0,4
9251,other,600.0,2.0,39.0,2
9253,other,1700.0,3.0,111.0,3
9257,other,1780.0,3.0,110.0,3
9259,other,1080.0,3.0,149.0,3
9260,other,900.0,2.0,65.0,3
9262,other,1200.0,3.0,160.0,4
